Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age
Senior Data Scientist,Employer Provided Salary:$135K - $196K,"At Realtor.com®, we have among the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes easier and more rewarding for everyone.
Building your career? Build it better at Realtor.com®. Join us and help change the world of real estate, one home at a time.
We have the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes easier and more rewarding for everyone.
The Data Analytics team at Realtor.com sits at the heart of this mission. We process and analyze terabytes of data every day that enable decisions for millions of home buyers, sellers, renters, dreamers, and real estate professionals. Our goal is to use this data to make the home-buying experience a breeze for our consumers. We empower them with the most up-to-date information on properties, help them find their dream homes in the least amount of time, and match them with the most suitable realtor to meet their unique, individual needs.",3.7,"Realtor.com Careers
3.7","Austin, TX",1001 to 5000 Employees,1993,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,135,196,165.5,Realtor.com Careers, TX,30
Senior Data Scientist (Data Products),Employer Provided Salary:$179K - $210K,"Our healthcare system is the leading cause of personal bankruptcy in the U.S. Every year, over 50 million Americans suffer adverse financial consequences as a result of seeking care, from lower credit scores to garnished wages. The challenge is only getting worse, as high deductible health plans are the fastest growing plan design in the U.S.
Cedar’s mission is to leverage data science, smart product design and personalization to make healthcare more affordable and accessible. Today, healthcare providers still engage with its consumers in a “one-size-fits-all” approach; and Cedar is excited to leverage consumer best practices to deliver a superior experience.
Background:
The Data Science team plays a critical role in achieving Cedar’s vision. We ensure data and insights are accessible and trusted by all internal and external stakeholders to enable data-driven decision-making. Through analytics, descriptive analyses, and statistical models, we consistently aim to better understand the needs of patients, find improvement opportunities, and impact the product development process. We run experiments to test our various hypotheses and measure our progress. We build ML models and embed them into our web app to deliver a personalized experience to patients. We help differentiate Cedar's product offerings with hard-to-copy competitive advantages.",4.0,"Cedar Inc
4.0","New York, NY",51 to 200 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,179,210,194.5,Cedar Inc, NY,7
Data Analyst,Employer Provided Salary:$102K - $148K,"At Realtor.com®, we have among the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes easier and more rewarding for everyone.
Building your career? Build it better at Realtor.com®. Join us and help change the world of real estate, one home at a time.
We have the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes more effortless and rewarding for everyone.
The Data Analytics team at Realtor.com sits at the heart of this mission. We process and analyze terabytes of data every day that enable decisions for millions of home buyers, sellers, renters, dreamers, and real estate professionals. Our goal is to use this data to make the home-buying experience a breeze for our consumers. We empower them with the most up-to-date information on properties, help them find their dream homes in the least amount of time, and match them with the most suitable realtor to meet their unique, individual needs.",3.7,"Realtor.com Careers
3.7","Austin, TX",1001 to 5000 Employees,1993,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,102,148,125.0,Realtor.com Careers, TX,30
Data Scientist,$83K - $123K (Glassdoor est.),"Description of Duties:
At eimagine, we know that your best work happens when you live your best life and share your unique talents, so we do everything we can to be intentional in a remote enabled environment to make that possible. Recognized as a Best Places to Work since 2015, we are a team of humbly confident people who are proud of their craft, continuous learners, and have been known to cheer loudly for our teammates. For over 24 years we have been helping clients navigate technology and business change, while staying committed to delivering value & outcomes that enables their success.

Due to our growth, we are seeking a Data Scientist who will be responsible for interpreting data and translating business needs into the correct data solutions for eimagine and our partners. Addressing complex policy and management questions through data to provide the best outcomes for our partners, community, and eimagine is integral to this role. This hire will be heavily involved with health and human services-related data and analysis. A data scientist with previous experience and/or interest in health data, especially that related to Medicaid and its population, is a plus. An ideal candidate will be comfortable working on analysis in ambiguous conditions, enjoy working across disparate questions and data sets, and identify creative analysis, modeling, and prototypes to answer questions.

Desired Skills & Experience:
Education:",3.9,"eimagine
3.9","Indianapolis, IN",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),83,123,103.0,eimagine, IN,25
"Senior Data Scientist, Analytics",$136K - $183K (Glassdoor est.),"Discord is looking for experienced and passionate data scientist to join our small-but-growing Data Science team! As a member of the Data Science team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you’re passionate about data, impact, and working on an amazing team, read on and check out our blog about how our team informs strategy &amp; innovation at Discord here! What You'll Be Doing Partner with teams through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Proactively socialize insights, dashboards, and reports with technical and non-technical audiences, soliciting feedback on where to improve Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Collaborate with data and engineering teams to design scalable and future-proof instrumentation You Will Thrive In This Role If 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations 3+ years experience writing excellent SQL Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways 2+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment A desire to work with amazing, passionate people who care deeply about solve challenging problems to improve Discord Last but not least - a collaborative attitude and a healthy dose of natural curiosity! Bonus Points Passion for Discord or online communities Experience with writing production ETL Experience with technical leadership, being the point person for one or more stakeholder groups Experience with analytics for social media or international subscription-based online services, including familiarity with concepts such as social graphs, LTV/user-lifecycle analysis, funnel analysis, etc Experience writing performant code in BigQuery SQL The US base salary range for this full-time position is $178,000 to $192,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 14+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",3.5,"Discord
3.5","San Francisco, CA",501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),136,183,159.5,Discord, CA,8
Data Scientist,Employer Provided Salary:$70K - $140K,"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses

Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs

Uses data visualization techniques to effectively communicate analytical results and support business decisions

Creates and evaluates the data needs of assigned projects and assures the integrity of the data

Explores existing data and recommends additional sources of data for improvements

Documents projects including business objectives, data gathering and processing, detailed set of results and analytical metrics


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


1+ years of relevant analytic experience

1+Experience programming using R or Python

1+Experience in SQL


Demonstrates good written and verbal communication skills. Able to present information to various audiences

Effectively resolves problems and roadblocks as they occur

Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization

Ability to work with large data sets from multiple data sources


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),70,140,105.0,CVS Health, NY,60
Senior Data Scientist (2 openings),Employer Provided Salary:$180K - $205K,"SENIOR DATA SCIENTIST
Current is a leading U.S. fintech serving people who have been overlooked by traditional banks and one of the fastest growing companies with nearly 4 million members. Headquartered in NYC, our results-driven environment enables us to build better products, grow faster and empower everyone on our team to have an impact on our business and our mission to improve financial outcomes for our members.
RESPONSIBILITIES
Conduct in-depth analyses to improve product growth, engagement, retention, and revenue.
Help drive a more robust product strategy through detailed predictive modeling and market analysis.",4.2,"current
4.2","New York, NY",1 to 50 Employees,2015,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,180,205,192.5,current, NY,8
Junior Data Scientist,Employer Provided Salary:$80K - $90K,"Fremont, California
Type: Full-time
Min. Experience: Some Experience
Salary: $80,000 - $90,000

As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.",3.5,"SoundThinking
3.5","Fremont, CA",201 to 500 Employees,1996,Company - Public,Software Development,Information Technology,$25 to $100 million (USD),80,90,85.0,SoundThinking, CA,27
"Data Scientist, Product Engagement",Employer Provided Salary:$123K - $178K,"At Realtor.com®, we have among the most comprehensive and accurate coverage of real estate listings and the most engaged users across all the online real estate portals. Our mission is to make buying, selling, renting, and living in homes easier and more rewarding for everyone.
Building your career? Build it better at Realtor.com®. Join us and help change the world of real estate, one home at a time.
Come to work for http://Realtor.com ![ A leader in online real estate and backed by industry experience and the News Corp Brand, http://Realtor.com
http://Realtor.com currently has an opportunity for a Data Scientist, Product Analytics, reporting to the Director of Analytics for Growth Product. http://Realtor.com is in the middle of aggressive strategic growth driven off of newly integrated entities, and continuing our record growth and consumer engagement will be critical to http://Realtor.com 's strategic success in the industry. Specifically, this role's core responsibilities will focus on partnering directly with the major functions of the business to drive consumer engagement, conversion and overall optimization of the consumer's journey for our emerging product and service areas. There is a tremendous opportunity to make a huge impact in a short amount of time!",3.7,"Realtor.com Careers
3.7","Austin, TX",1001 to 5000 Employees,1993,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,123,178,150.5,Realtor.com Careers, TX,30
Aspire Tech Program - Data Scientist I,$67K - $96K (Glassdoor est.),"Job Description
LexisNexis Legal & Professional is a leading global provider of legal, regulatory, and business information and analytics that help customers increase productivity, improve decision-making and outcomes, and advance the rule of law around the world.
We help lawyers win cases, manage their work more efficiently, serve their clients better and grow their practices. We assist corporations in better understanding their markets and preventing bribery and corruption within their supply chains. We partner with leading global associations and customers to help collect evidence against war criminals and provide tools to combat human trafficking. We endeavor to Shape A More Just World!
About the Role
In this role you will…
Write and review portions of detailed specifications for the development of system components of simple complexity.",4.0,"RELX
4.0","Miamisburg, OH",10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),67,96,81.5,RELX, OH,143
Data Scientist I - Telecommute Opportunity,Employer Provided Salary:$108K - $132K,"Who we are:
Dataminr, the world’s leading real-time information discovery platform, delivers the earliest warnings on high-impact events, emerging risks and other critical business information far in advance of other sources. Recognized as one of the world’s leading AI businesses, Dataminr enables faster response, more effective risk mitigation and stronger crisis management for public and private sector organizations spanning global corporations, first responders, NGOs and newsrooms. Most recently valued at $4.1B, Dataminr serves more than two-thirds of the Fortune 50 and half of the Fortune 100 companies and over 650 newsrooms worldwide.
Who you are:
We’re looking for a Data Scientist I to be responsible for designing, implementing, and evaluating AI solutions for internal and external stakeholders. Conduct applied research on incorporating state-of-the-art AI techniques into Dataminr research and applications. Lead the development of innovative data visualization and analytical prototypes for rapid product iterations. Other duties include: fast AI model prototyping and evaluation, cross-functional data analytics, foundational research on Natural Language Processing and Statistical Modeling, and mentoring of junior employees and interns. May telecommute from any location in the U.S.",3.5,"Dataminr
3.5",Remote,501 to 1000 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,108,132,120.0,Dataminr,Remote,14
Decision Scientist,Employer Provided Salary:$133K - $185K,"Instagram’s vision is “to be a place where people come together over what they love.” We help our users express themselves, stay connected to friends and creators, explore their interests and help creators turn their passion to living. Join us!Instagram Marketing Decision Science (IG MDS) team’s mission is to transform Instagram Brand into an iconic symbol of culture, especially for youthful optimists, our users. We inform strategy that creates marketing and product experiences that are as brave as the youth culture we celebrate. We do that by using data and science to: activate brand strategy, lead the understand-test-measure-optimize cycle across audience, creative, messaging and media. To be successful in this mission, we’re looking for passionate, analytical, marketing decision scientists. So are you passionate about Instagram? Do you love the product and want to contribute to its mission? Are you excited about Marketing, both brand and product? Do you thrive at the intersection of data science, consumer actions, sentiments, marketing and product? Do you have an insatiable curiosity to understand what messages resonate with which users? Do you have experience in launching hypothesis-driven experiments, provide data-based insights to help marketers make better decisions? Are you strong in quantitative, analytical thinking and technical skills (SQL, Stats, R/Python etc.)? Are you hungry to create impact by owning and driving analytical projects and business outcomes? If Yes to most of these questions, let’s talk.",3.9,"Meta
3.9",Remote,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),133,185,159.0,Meta,Remote,19
Data Scientist,Employer Provided Salary:$150K - $200K,"Summary:
We are looking for a junior- to mid-level hands-on Data Scientist to work on large-scale data analytic capabilities and extract insights from structured and unstructured data. The primary focus will be in applying/developing data mining, machine learning and statistical techniques, conducting R&D on data science-integrated investment insights, and building high quality data-driven research and investment. This person will regularly engage in deep scientific research. Experience in text analytics and other unstructured data is plus; and previous experience of applying data science in equity research and the financial industry is also a plus.
Responsibilities:
Evaluate and analyze structured and unstructured data sets and R&D data-driven solutions and insights
Collaborate with research and investment teams to identify data science use cases and integrate new data sources into fundamental research and investment theses densification
The salary range for this role is $150,000-$200,000. This is the lowest to highest salary we in good faith believe we would pay for this role at the time of this posting. We may ultimately pay more or less than the posted range, and the range may be modified in the future. This range is only applicable for jobs to be performed in New York City. An employee’s pay position within the salary range will be based on several factors including, but limited to, relevant education, qualifications, certifications, experience, skills, seniority, geographic location, performance, shift, travel requirements, sales or revenue-based metrics, any collective bargaining agreements, and business or organizational needs. This job is also eligible for a discretionary bonus. We offer a comprehensive package of benefits including paid time off, medical/dental/vision insurance, 401(k), life insurance and other benefits to eligible employees.",4.3,"Neuberger Berman
4.3","New York, NY",1001 to 5000 Employees,1939,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),150,200,175.0,Neuberger Berman, NY,84
Data Scientist III (Data Products),Employer Provided Salary:$149K - $175K,"The Role:
Cedar is growing rapidly and the demand for data backed insights is increasing across both our internal and external stakeholders. We’re seeking a Data Scientist III (Data Products) on our Data Science team to help ensure our internal teams and external stakeholders get access to data and insights they need to make informed decisions.
As a Data Scientist III (Data Products), you will be responsible for delivering reporting products that answer key questions and engage stakeholders. You will use data to help build and scale the future of Cedar’s analytics offerings. You will identify new opportunities for development and improvement, provide insights to teams across the organization, and drive better cross-functional relationships through data.
The Data Science team is based in NYC. Team members are expected to be in the office at least 3 days per week.",4.0,"Cedar Inc
4.0","New York, NY",51 to 200 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,149,175,162.0,Cedar Inc, NY,7
Data Scientist,Employer Provided Salary:$183K,"Requisition ID: 376061
Work Area: Information Technology
Expected Travel: 0%
Career Status: Professional
Employment Type: Regular Full Time
Career Level: T2
Additional Locations:
Original Posting Date: June 29, 2023
Location: Palo Alto, CA

Purpose and Objective:
SAP America, Inc. seeks a Data Scientist at our Palo Alto, CA location to Deliver account data analysis on internal and external datasets, enhance account intelligence signals to potential markets, account profiles, target accounts, product opportunities and marketing strategies.",4.4,"SAP
4.4","Palo Alto, CA",10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),183,183,183.0,SAP, CA,51
Data Scientist,Employer Provided Salary:$180K - $184K,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Data
Job Details
About Salesforce
We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",4.1,"Salesforce
4.1","San Francisco, CA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),180,184,182.0,Salesforce, CA,24
Decision Scientist,Employer Provided Salary:$70K - $140K,"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses

Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs

Uses data visualization techniques to effectively communicate analytical results and support business decisions

Creates and evaluates the data needs of assigned projects and assures the integrity of the data

Explores existing data and recommends additional sources of data for improvements

Documents projects including business objectives, data gathering and processing, detailed set of results and analytical metrics


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


1+ years of relevant analytic experience, including the following:

Experience programming using R or Python

Experience in SQL


Demonstrates good written and verbal communication skills. Able to present information to various audiences

Effectively resolves problems and roadblocks as they occur

Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization

Ability to work with large data sets from multiple data sources


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1",Texas,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),70,140,105.0,CVS Health, TX,60
Jr Data Scientist,$77K - $106K (Glassdoor est.),"Job Description :
Data Scientist will join a team responsible for developing advanced analytics products.
Applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes.
In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.
Experience : 1 – 2 Years
Mandatory Skills And Qualifications :",3.9,"Veracity Software
3.9","Iselin, NJ",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,77,106,91.5,Veracity Software, NJ,13
Data Scientist I,$95K - $125K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Title and Summary
Data Scientist I
Job Description Summary
Who is Mastercard?
Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.
Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Workforce Intelligence platform team supports the HR group with Data analytics solutions.

Role:

Analyze the requirement Write detailed technical analysis with impacts (technical/functionally)
Design, develop, test and provide support during implementation

All about you
1. Good understanding of SQL and Python Frameworks like Flask or Django
2. Ability to write complex SQL queries and knowledge about databases
3. Familiar with usage of Git and GitHub would be added advantage
4. Good to have Knowledge in any cloud platform (Azure, GCP, AWS)
5. The ideal candidate should have good communication (written and oral)
6. Willingness to learn new and different technologies
7. Review features and user stories in preparation for development.
8. Good knowledge on SQL, ETL, Hadoop tools and technology
9. Implement best practices including proper use of source control, participation in code reviews, data validation and testing
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.

O'Fallon, Missouri: $68,000 - $105,000 USD",4.3,"Mastercard
4.3","O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,95,125,110.0,Mastercard, MO,57
Data Scientist,$89K - $128K (Glassdoor est.),"Responsible for working with business users to fully understand their needs for data science solutions; work with a variety of data sources, both internal and external, as well as structured and unstructured formats, to build analytic models utilizing machine learning techniques; perform deep dive analytics, ad hoc reporting, report automation, fee schedule processing, and dashboard creation/maintenance; partner with the IT group to ensure that the data is sourced from the right location for data science model building; develop ETL pipelines for model training, evaluation and deployment; develop and code data science programs, algorithms, and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; interact with data engineers, business analysts and others to ensure data solutions address full needs; leverage appropriate data science techniques to drive the creation of insights from data; combine data extraction, preparation, and data cleansing with model training and evaluation using Pandas and Alteryx; develop and code data science programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; use GitHub and similar version control system to maintain source code; interpret and communicate insights and findings from analysis and experiments for a multi-department audience using Data Visualization tools including Power BI and Tableau; utilize MS Access, MS Excel, T-SQL, Oracle SQL, Python, R, healthcare data analytics, quantitative statistical analysis, baseline/trend analysis, qualitative statistical analysis and health economics to perform duties; access data from internal databases and sources, including warehoused and pre-modeled data; server as the Tableau Subject Matter Expert (SME); accountable for the development and production support of interactive data visualizations; perform Tableau server administration for users and user groups; refresh scheduling via Server and TSC; develop dynamic websites with Microsoft SharePoint, as well as automatic registration systems with Microsoft Powerplatformp; use advanced knowledge of data warehousing and data mining principles including DataMart design, fact tables, dimension tables, data views and star schema to complete assigned tasks; stay current on data science and analytics tools, techniques, and practices; and work in an Agile/Scrum environment to write clean, reliable, and testable code that supports rapid delivery via CICD and automated deployments.",3.8,"Health Alliance Plan
3.8","Detroit, MI",1001 to 5000 Employees,1956,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD),89,128,108.5,Health Alliance Plan, MI,67
Data Scientist,Employer Provided Salary:$100K,"The Data Scientist will use analytical, statistical, and programming skills to collect, analyze, and interpret large data sets to develop data-driven intelligence. This person will play a significant role in developing data-driven tools for various role-players in the Fixed Income Capital Markets division.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Collaborate with the development team and end-users to identify opportunities to leverage various data to drive business decisions.
Collect, clean, mine, and analyze data from databases to produce intelligence to optimize proprietary algorithms and trading & sales tools.
Test/deploy application/tools and assess effectiveness.
Develop custom data models and algorithms to apply to data sets; analyze model performance and data accuracy.",3.6,"Stifel, Nicolaus & Co., Inc.
3.6","New York, NY",5001 to 10000 Employees,1890,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),100,100,100.0,"Stifel, Nicolaus & Co., Inc", NY,133
